"","Fine_STE","Medium_STE","Coarse_STE","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"66","Apedilum","Chironomini","Chironomidae","Apedilum",206655,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Apedilum","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Apsectrotanypus","Macropelopiini","Chironomidae","Apsectrotanypus",128021,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Macropelopiini","","","Apsectrotanypus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Macropelopiini","Apsectrotanypus","Chironomidae","Tanypodinae","Tanypodinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Aquarius","Aquarius","Aquarius","Aquarius",717547,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Gerromorpha","Gerroidea","Gerridae","Gerrinae","","","","","Aquarius","","","","","Gerridae",TRUE,"Genus","Genus","Genus","Aquarius","Aquarius","Aquarius","Gerridae","Gerridae","Gerridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Arachnida","Arachnida","Arachnida","Arachnida",82708,"Arthropoda","Chelicerata","","Arachnida","","","","","","","","","","","","","","","","","","","Arachnida",TRUE,"Class","Class","Class","Arachnida","Arachnida","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Araeopidius monachus","Araeopidius monachus","Araeopidius monachus","Araeopidius monachus",708487,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Ptilodactylidae","Araeopidiinae","","","","","Araeopidius","","","monachus","",NA,NA,"Species","Species","Species","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","archaon","Goera","Goera","Goera archaon",116431,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Goeridae","Goerinae","","","","","Goera","","","archaon","",NA,NA,"Genus","Genus","Species","Goeridae","Goeridae","Goeridae","Goerinae","Goerinae","Goerinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Archilestes","Archilestes","Archilestes","Archilestes",102059,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Lestidae","","","","","","Archilestes","","","","",NA,NA,"Genus","Genus","Genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Arcteonais","Naididae","Oligochaeta","Arcteonais lomondi",68976,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Naididae","","","","","","Arcteonais","","","lomondi","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Naididae","Naididae","Oligochaeta","Oligochaeta","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche",115529,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Arctopsychinae","","","","","Arctopsyche","","","","",NA,NA,"Genus","Genus","Genus","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche",NA,NA,NA,"Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche","Arctopsyche"
"75","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae",568763,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Arctopsychinae","","","","","","","","","",NA,NA,"Subfamily","Subfamily","Subfamily","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae",NA,NA,NA,"Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae","Arctopsychinae"
"76","Argia","Argia","Argia","Argia",102139,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","Argia","","","","",NA,NA,"Genus","Genus","Genus","Argia","Argia","Argia","Argia","Argia","Argia",NA,NA,NA,NA,NA,NA,"Argia","Argia","Argia"
"77","arnaudi","Rhyacophila","Rhyacophila","Rhyacophila arnaudi",115165,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","arnaudi","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"78","Arrenuridae","Acari","Acari","Arrenuridae",82862,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Arrenuridae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Arrenuridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Arrenurus","Acari","Acari","Arrenurus",82864,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Arrenuridae","","","","","","Arrenurus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Arrenuridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Asellidae","Asellidae","Asellidae","Asellidae",92657,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Isopoda","Asellota","","Aselloidea","Asellidae","","","","","","","","","","","Asellota",FALSE,"Family","Family","Family","Asellidae","Asellidae","Asellidae","Isopoda","Isopoda","Isopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Asellus","Asellus","Asellus","Asellus",92658,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Isopoda","Asellota","","Aselloidea","Asellidae","","","","","","Asellus","","","","","Asellota",FALSE,"Genus","Genus","Genus","Asellidae","Asellidae","Asellidae","Asellus","Asellus","Asellus","Asellus","Asellus","Asellus",NA,NA,NA,NA,NA,NA
"82","Asioplax edmundsi","Asioplax edmundsi","Asioplax edmundsi","Asioplax edmundsi",609625,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","","","","","","Asioplax","","","edmundsi","",NA,NA,"Species","Species","Species","Leptohyphidae","Leptohyphidae","Leptohyphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","aspilus","Amiocentrus","Amiocentrus","Amiocentrus aspilus",116934,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Brachycentridae","","","","","","Amiocentrus","","","aspilus","",NA,NA,"Genus","Genus","Species","Amiocentrus","Amiocentrus","Amiocentrus","Amiocentrus","Amiocentrus","Amiocentrus",NA,NA,NA,NA,NA,NA,"Amiocentrus","Amiocentrus","Amiocentrus"
"84","Assia","Assia","Assia","Assia",59719,"Nemata","","","Adenophorea","Chromadoria","","","Araeolaimida","","","","Leptolaimidae","","","","","","Assia","","","","",NA,NA,"Genus","Genus","Genus","Nemata","Nemata","Nemata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Astacidae","Astacidae","Astacidae","Astacidae",97324,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Astacidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Decapoda","Decapoda","Decapoda","Astacidae","Astacidae","Astacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Atherix","Atherix","Atherix","Atherix",130929,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Tabanomorpha","","Athericidae","","","","","","Atherix","","","","",NA,NA,"Genus","Genus","Genus","Atherix","Atherix","Atherix","Atherix","Atherix","Atherix",NA,NA,NA,"Atherix","Atherix","Atherix","Atherix","Atherix","Atherix"
"87","Athienemanniidae","Acari","Acari","Athienemanniidae",83514,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Athienemanniidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Atractelmis wawona","Atractelmis wawona","Atractelmis wawona","Atractelmis wawona",114252,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","","","","","","Atractelmis","","","wawona","",NA,NA,"Species","Species","Species","Elmidae","Elmidae","Elmidae","Atractelmis","Atractelmis","Atractelmis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Atractidae","Atractidae","Atractidae","Atractidae",63894,"Nemata","","","Secernentea","","","","Ascaridida","","","","Atractidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Nemata","Nemata","Nemata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Atractides","Acari","Acari","Atractides",83282,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hygrobatidae","","","","","","Atractides","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Atractides",NA,NA,"Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","atrata","Rhyacophila","Rhyacophila","Rhyacophila atrata",115146,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","atrata","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"92","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon",127113,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Ceratopogonidae","Forcipomyiinae","","","","","Atrichopogon","","","","",NA,NA,"Genus","Genus","Genus","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon",NA,NA,NA,"Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon","Atrichopogon"
"93","atripes","Dicosmoecus","Dicosmoecus","Dicosmoecus atripes",116266,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Dicosmoecinae","","","","","Dicosmoecus","","","atripes","",NA,NA,"Genus","Genus","Species","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus","Dicosmoecus"
"94","Attenella","Attenella","Attenella","Attenella",101338,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Attenella","","","","",NA,NA,"Genus","Genus","Genus","Attenella","Attenella","Attenella","Attenella","Attenella","Attenella",NA,NA,NA,"Attenella","Attenella","Attenella","Attenella","Attenella","Attenella"
"95","Attenella delantala","Attenella delantala","Attenella delantala","Attenella delantala",101345,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Attenella","","","delantala","",NA,NA,"Species","Species","Species","Attenella delantala","Attenella delantala","Attenella delantala","Attenella delantala","Attenella delantala","Attenella delantala",NA,NA,NA,"Attenella","Attenella","Attenella","Attenella delantala","Attenella delantala","Attenella delantala"
"96","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita",101343,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Attenella","","","margarita","",NA,NA,"Species","Species","Species","Attenella margarita","Attenella margarita","Attenella margarita","Attenella","Attenella","Attenella","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita","Attenella margarita"
"97","Aturidae","Acari","Acari","Aturidae",82973,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Aturidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Aturus","Acari","Acari","Aturus",82974,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Aturidae","","","","","","Aturus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Aulodrilus","Tubificidae","Oligochaeta","Aulodrilus pluriseta",68684,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Aulodrilus","","","pluriseta","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Aulodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Aulodrilus","Tubificidae","Oligochaeta","Aulodrilus",68679,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Aulodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Aulodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Austrolimnophila","Austrolimnophila","Austrolimnophila","Austrolimnophila",120037,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Hexatomini","","","Austrolimnophila","","","","",NA,NA,"Genus","Genus","Genus","Limoniinae","Limoniinae","Limoniinae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","avara","Oecetis","Oecetis","Oecetis avara",116608,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Leptoceroidea","Leptoceridae","Leptocerinae","","Oecetini","","","Oecetis","","","avara","",NA,NA,"Genus","Genus","Species","Oecetis","Oecetis","Oecetis","Oecetis","Oecetis","Oecetis","Oecetis","Oecetis","Oecetis",NA,NA,NA,"Oecetis","Oecetis","Oecetis"
"103","aviceps","Chironomini","Chironomidae","Polypedilum aviceps",129666,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Polypedilum","","","aviceps","",NA,NA,"Family","Tribe","Species","Chironomidae","Chironomini","Polypedilum","Chironomidae","Chironomidae","Polypedilum",NA,NA,"Polypedilum",NA,NA,NA,NA,NA,NA
"104","Babia","Babia","Babia","Babia",719777,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Chrysomelidae","Cryptocephalinae","","Clytrini","","","Babia","","","","","Chrysomelidae",TRUE,"Genus","Genus","Genus","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Baetidae","Baetidae","Baetidae","Baetidae",100755,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Baetidae","Baetidae","Baetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Baetis","Baetis","Baetis","Baetis",100800,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","","",NA,NA,"Genus","Genus","Genus","Baetis","Baetis","Baetis","Baetis","Baetis","Baetis",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"107","Baetis alius","Baetis alius","Baetis alius","Baetis alius",100803,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","alius","",NA,NA,"Species","Species","Species","Baetis","Baetis","Baetis","Baetis alius","Baetis alius","Baetis alius",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"108","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus",100823,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","bicaudatus","",NA,NA,"Species","Species","Species","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis","Baetis","Baetis","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus","Baetis bicaudatus"
"109","Baetis bicaudatus complex","Baetis bicaudatus complex","Baetis bicaudatus complex","Baetis bicaudatus complex",-175,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","Baetis bicaudatus complex","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Baetis","Baetis","Baetis","Baetis","Baetis","Baetis",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"110","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga",100835,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","flavistriga","",NA,NA,"Species","Species","Species","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga","Baetis flavistriga",NA,NA,NA,NA,NA,NA,"Baetis flavistriga","Baetis flavistriga","Baetis flavistriga"
"111","Baetis flavistriga complex","Baetis flavistriga complex","Baetis flavistriga complex","Baetis flavistriga complex",-173,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","Baetis flavistriga complex","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Baetis","Baetis","Baetis","Baetis","Baetis","Baetis",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"112","Baetis notos","Baetis notos","Baetis notos","Baetis notos",568579,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","notos","",NA,NA,"Species","Species","Species","Baetis notos","Baetis notos","Baetis notos","Baetis notos","Baetis notos","Baetis notos",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"113","Baetis piscatoris complex","Baetis piscatoris complex","Baetis piscatoris complex","Baetis piscatoris complex",-194,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","Baetis piscatoris complex","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Baetis","Baetis","Baetis","Baetis","Baetis","Baetis",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
"114","Baetis tricaudatus","Baetis tricaudatus","Baetis tricaudatus","Baetis tricaudatus",100817,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","","","tricaudatus","",NA,NA,"Species","Species","Species","Baetis tricaudatus","Baetis tricaudatus","Baetis tricaudatus","Baetis","Baetis","Baetis","Baetis tricaudatus","Baetis tricaudatus","Baetis tricaudatus",NA,NA,NA,"Baetis tricaudatus","Baetis tricaudatus","Baetis tricaudatus"
"115","Baetis tricaudatus complex","Baetis tricaudatus complex","Baetis tricaudatus complex","Baetis tricaudatus complex",-177,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Baetis","Baetis tricaudatus complex","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Baetis","Baetis","Baetis","Baetis","Baetis","Baetis",NA,NA,NA,NA,NA,NA,"Baetis","Baetis","Baetis"
