"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Taxon","Taxon.Serial.Number","Mapped.Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"420","Eretmoptera","Orthocladiinae","Chironomidae","Eretmoptera","Eretmoptera",128686,"128686","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eretmoptera","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Erioptera","Erioptera","Erioptera","Erioptera","Erioptera",120503,"120503","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Erioptera","","","","",NA,NA,"Genus","Genus","Genus","Erioptera","Erioptera","Erioptera","Erioptera","Erioptera","Erioptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Erpetogomphus","Erpetogomphus","Erpetogomphus","Erpetogomphus","Erpetogomphus compositus",592837,"","Arthropoda","Hexapoda","","Insecta","Pterygota","","","Odonata","Anisoptera","","","Gomphidae","","","","","","Erpetogomphus","","","","",NA,NA,"Genus","Genus","Genus","Gomphidae","Gomphidae","Gomphidae","Gomphidae","Gomphidae","Gomphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae",69438,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Erpobdella punctata",69445,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Myzobdella",69315,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Dina",69439,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Mooreobdella",69449,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Erpobdella","Erpobdella","Erpobdella","Erpobdella","Erpobdella",69444,"69444","Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Estelloxus","Acari","Acari","Estelloxus","Estelloxus californiensis",83049,"83048","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Lebertiidae","","","","","","Estelloxus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,"Lebertiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Estelloxus","Acari","Acari","Estelloxus","Estelloxus",83048,"83048","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Lebertiidae","","","","","","Estelloxus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,"Lebertiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Eucorethra","Eucorethra","Eucorethra","Eucorethra","Eucorethra underwoodi",125889,"125888","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chaoboridae","Eucorethrinae","","","","","Eucorethra","","","","",NA,NA,"Genus","Genus","Genus","Chaoboridae","Chaoboridae","Chaoboridae","Eucorethra","Eucorethra","Eucorethra",NA,NA,NA,NA,NA,NA,NA,NA,NA
